"id","vod_title","tv_title","label","fn","n","part_id"
"0152bbaf01ca29f0db247143af5f66f1","ザ・シークレットマン","シークレット・ブティック",1,"0.5-0.6-dup",5481,1
"0157413d9946a889b501c3f5e793110a","劇場版ポケットモンスターBW神速のゲノセクトミュウツー覚醒","劇場版ポケットモンスターBWメロエッタのキラキラリサイタル",2,"0.5-0.6-dup",5481,3
"015a0db7f91fb007a479b62ba5233a57","リズム・セクション","夜の竜星戦セレクション第期竜星戦",1,"0.4-0.5-dup",17407,2
"015b5c286374fda8465b63dade93a414","劇場版名探偵コナン人目のストライカー","劇場版名探偵コナン瞳の中の暗殺者",2,"0.5-0.6-dup",5481,3
"015d34d190d0fc1ecc6e386f587ce7b0","大漁関東沖釣り爆釣会冬こそ美味い御宿沖の寒サバヤリイカ","大漁関東沖釣り爆釣会東京湾のマダコ",3,"0.5-0.6-dup",5481,2
"015ec9c19bf32e31178d14308a81e027","midsミッドナインティーズ","ボーン・アイデンティティー",1,"0.3-0.4-dup",97954,3
"0165d98548c403541a2faf9f1ffea3cd","ビッグ・バグズ・パニック","リバーズ・エッジ",1,"0.4-0.5-dup",17407,1
"0168e35aa121d1d537caff278e856d4f","極道の紋章第六章","極道の紋章第九章",3,"0.8-0.9-dup",510,1
"0169599a5173e3820147cb3ca352757e","スポンティニアス","アイスマン",1,"0.3-0.4-dup",97954,3
"016a7782d6ec94d36875aa42fb45002b","ザ・クーリエ","ザ・純烈ショー",1,"0.4-0.5-dup",17407,3
"016d509db8576b7f1de02ef4d3d20b7b","トレイン・ミッション","ミッション",1,"0.6-0.7-dup",1887,2
"016dd760af9366c102be1baf159bd23a","新・ミナミの帝王過去からの罠","新・ミナミの帝王バイトテロの誘惑",3,"0.6-0.7-dup",1887,3
"01705c6ca657def6a1c52aca57c9c794","ファイブ・ウォリアーズ","アメージングファミリー",1,"0.3-0.4-dup",97954,3
"0173c650ef9e3f129a3ba17e5105b602","ジェイソン・ボーン","レジェンド・オブ・ゾロ",1,"0.4-0.5-dup",17407,2
"0175513b20a105e65c3c7a793f65e808","江戸川乱歩シリーズエマニエルの美女","江戸川乱歩シリーズ天国と地獄の美女",3,"0.7-0.8-dup",750,1
"017bd6f0bec25058471e345c8f065b53","ミッションインポッシブル","血のバレンタイン",1,"0.3-0.4-dup",97954,2
"017ebe80e36c757c8e6af2a041f3ff99","こちら東海です旬×旬","こちら東海です三重県国崎の肝パンカワハギ",3,"0.4-0.5-dup",17407,1
"017f99a2f526c7483ffe6a3069e292d1","スクリーム","ブルース・リー死亡遊戯",1,"0.3-0.4-dup",97954,2
"01818b2012dc1c4506d380eed832147c","ミリオンジョー","オルタンシア・サーガ",1,"0.3-0.4-dup",97954,1
"0185399120f6a378e20ee7e1c3a8b102","アントマン","コマンドー",1,"0.4-0.5-dup",17407,3
"018bb8c5079f528b75c9441b5d044ae1","ギルティこの恋は罪ですか","あなたの番です",1,"0.3-0.4-dup",97954,3
"018beb7f30b26ba6f2ec72b18ab64ac3","こちら東海です祝・四代目卒業石鏡でヒラメ釣りにいざ挑戦","こちら東海ですイカメタルバチコンにいざ挑戦",3,"0.5-0.6-dup",5481,2
"018d18378662c7aac7d91c746e7c1472","パワーパフガールズ","スタートアップ・ガールズ",1,"0.4-0.5-dup",17407,3
"01956006dc6235700dbcf1ae15ace57e","ディヴァイン・フューリー使者","グラディエーター",1,"0.3-0.4-dup",97954,3
"0197c4f27690336bf05e1f64944e8974","クロッシング・ウォー決断の瞬間","バニシング",1,"0.3-0.4-dup",97954,3
"01a02fcdbeb062b10d603f044928a1bc","極道の紋章レジェンド","新・極道の紋章",1,"0.5-0.6-dup",5481,3
"01a42a2f1cfaf3120b76277ab9d365fe","MEGザ・モンスター","レッド・ハンター",1,"0.4-0.5-dup",17407,3
"01a5ec3ac680543588ed9e726fa1e660","検証動物界の小さな巨人カブトムシ","検証動物界の小さな巨人ニセハナマオウカマキリ",3,"0.6-0.7-dup",1887,3
"01ac68ada944b501107173146e0e9b74","少女","霧の中の少女",1,"0.5-0.6-dup",5481,1
"01b1cdd510bc882ccff7651efd05f424","黄金の私の人生","はばたけ黄金の翼よ",1,"0.3-0.4-dup",97954,2
"01b39b0da5edae8d95fe3f72e5241853","ミステリアス・プラネットアンデス山脈の二面性","ミステリアス・プラネットジンベエザメの聖地",3,"0.6-0.7-dup",1887,3
"01b41967e7c9449fd57da6e7133790bf","デッドマン・ダウン","イップ・マン完結",1,"0.3-0.4-dup",97954,3
"01b501d44c2382a8abe55b98fe5e0687","セント・オブ・ウーマン夢の香り","バトル・オブ・ダンジア魔獣大戦",1,"0.4-0.5-dup",17407,3
"01bd3bccc5d908e78c8afb245c99f1d7","ブルー・ストーリー","シャークネードラスト・チェーンソー",1,"0.3-0.4-dup",97954,3
"01beece1c3b061a64e3c174b9189229e","バニラ・スカイ","ドラッグ・チェイサー",1,"0.3-0.4-dup",97954,3
"01c5c45ba562362c8b8de4d557934b2f","昭和残侠伝吼えろ唐獅子","昭和残侠伝血染の唐獅子",2,"0.7-0.8-dup",750,2
"01c630510b30123df829c3f30a225e52","ベイマックスザ・シリーズ","トランスポーターザ・シリーズニューミッション",1,"0.4-0.5-dup",17407,2
"01d1a78f12d30e89132a001f2df7a219","見えない目撃者","インビジブル・ウィットネス見えない目撃者",1,"0.5-0.6-dup",5481,2
"01d32b14105f848d3dc6c89c86747e11","キャロルチューズデイ","キャロル",1,"0.5-0.6-dup",5481,2
"01d5675103833f65705127bf356eebe9","ロビン・フッド","スウィング・キッズ",1,"0.3-0.4-dup",97954,1
"01dc72528bc8290a4dc2a54cd1e6b1c5","映画クローズZERO","HERO",1,"0.4-0.5-dup",17407,1
"01eabd04f132daeef92b303682b0e03d","ペイン・アンド・グローリー","パラレルワールド・ラブストーリー",1,"0.3-0.4-dup",97954,2
"01eee38ee40583298154c8925d193290","ランボー","レッド・ハンター",1,"0.3-0.4-dup",97954,1
"01ef837c4d0f70ea87ef8c66bac6b16a","トレインスポッティング","ストレンジャー",1,"0.3-0.4-dup",97954,2
"01f66cdaa280eefc73d73eb1c1d0a5bd","カリスタの海に抱かれて","変態家族碧い海に抱かれて",1,"0.5-0.6-dup",5481,2
"01f8a9f3eedb7ec7d84435f4a5499479","ドラマスペシャル忘却のサチコ","忘却のサチコ",2,"0.6-0.7-dup",1887,1
"01fb1a1a4d26125f0a0c37adaf04d7e5","ライフ","溺れるナイフ",1,"0.4-0.5-dup",17407,2
"02029fb92d6a9f10cb188d84874af188","ブラックリスト","ラストレター",1,"0.4-0.5-dup",17407,2
"02057711b664d2f4bc12a0be2d0d6804","花のお江戸の釣りバカ日誌","釣りバカ日誌",1,"0.6-0.7-dup",1887,3
"020c4fdce0a7d2d981e377296fff9379","リスタートはただいまのあとで","MタメBANGただいま打ち合わせ中",1,"0.3-0.4-dup",97954,2
"020ce6e10c0d3383799257c10be9fc6e","フォスターズ・ホーム","センター・オブ・ジ・アース",1,"0.3-0.4-dup",97954,3
"0211f6b6f8b734efe5a496171697a7a6","名探偵ポワロ戦勝舞踏会事件","名探偵ポワロジョニー・ウェイバリー誘拐事件",2,"0.4-0.5-dup",17407,2
"0214217484c9fb923799f5342b2668cb","タキシード","バイオハザード",1,"0.3-0.4-dup",97954,2
"02157975fc545d27914e4a4aafdcdfdf","伝心伝承徳島県那賀川水系明媚な渓に春を感じて","伝心伝承高知県四万十川光陰流水哀愁に浸かる",3,"0.3-0.4-dup",97954,3
"0217841a713bf11f8e6aa94b3b7bfb49","ミステリー・トレイン","スクリーム",1,"0.4-0.5-dup",17407,2
"021b0a05e3644188768a8e3971af3f3c","トリガール","ロボットガールズNEO",1,"0.5-0.6-dup",5481,2
"021b1d79ad250c3d2d9cf4d986d04b70","新網走番外地","新網走番外地吹雪のはぐれ狼",2,"0.6-0.7-dup",1887,1
"021de73b34434385a0be7e7adb174d90","パラダイス・ネクスト","ライフ",1,"0.3-0.4-dup",97954,1
"021ec86ec012d1a8b7d42654519b31a5","トワイライト・ゾーン","スカイライン奪還",1,"0.4-0.5-dup",17407,3
"021f395e1d24166bbbd8d40c8dbd66ba","マン・オブ・スティール","ダウン・バイ・ロー",1,"0.4-0.5-dup",17407,3
"021f993aa41e5f6191b20bb2780086c4","トランスポーターイグニション","スチームボーイ",1,"0.3-0.4-dup",97954,3
"021fa018c39dbfb49f9b8ee1853d112e","逆転世界ノ電池少女","大逆転",1,"0.3-0.4-dup",97954,3
"02275137075686f60710dd9ba3107c3c","劇場版ドラゴンボールZ極限バトル三大超サイヤ人","劇場版ドラゴンボールZ銀河ギリギリぶっちぎりの凄い奴",2,"0.4-0.5-dup",17407,2
"022783e732b92d00e11beab8baa0a85d","アルフィー","アルテ",1,"0.5-0.6-dup",5481,1
"022804d7e1082603a581361141aee7f3","トランスフォーマーリベンジ","ウォリアーザ・リベンジ",1,"0.5-0.6-dup",5481,3
"0230ca693e5218ae71b1da753f2d83f7","第期銀河豊島将之の素顔","第期銀河久保利明の素顔",1,"0.6-0.7-dup",1887,1
"0232376433a1d6bf51d0dee0df4812fa","劇場版名探偵コナン時計じかけの摩天楼","劇場版ドラゴンボール神龍の伝説",1,"0.3-0.4-dup",97954,3
"0235cb93cfcf9ad047e43751b614d579","トラック野郎爆走一番星","ワンダーストラック",1,"0.4-0.5-dup",17407,1
"023721fdf513dcf7e64fd8beeef7d7ca","スカイライン奪還","ラブ・アゲイン",1,"0.4-0.5-dup",17407,2
"023d819661d15778a6f8cad7382703a9","ガールズパンツァー最終章","ガールズパチンコリーグ・ルビー",1,"0.5-0.6-dup",5481,2
"023fe980f1a01e0518c59ebbf088c13f","ディア・シスター","サメvsベア・グリルス",1,"0.3-0.4-dup",97954,1
"0240717bf81146f2189ed92da87a050a","CONFLICT最大の抗争第七章","CONFLICT最大の抗争第五章",3,"0.9-1.0-dup",139,1
"02427a50adb23fe63442e081e326ca7c","ハルク","ハルカの光",1,"0.5-0.6-dup",5481,2
"0246deb47d1922862248fecf96efce5f","路台湾エクスプレス","エイティシックス",1,"0.3-0.4-dup",97954,3
"0252bda50e453fb667d9e3b1c6e41bf4","大脱出サバイバルレースヒマラヤ山脈","大脱出サバイバルレースタイ",2,"0.7-0.8-dup",750,1
"0260b33d66374b25e69b7ef2df8042b0","極道の紋章第十六章","極道の門第六部",1,"0.6-0.7-dup",1887,1
"0262ccc4e1167062fbe704e5763590ac","ノースライト","HK変態仮面アブノーマル・クライシス",1,"0.3-0.4-dup",97954,1
"027082e93308f9edb90d1eb4df6f78c6","デジモンアドベンチャーぼくらのウォーゲーム","パグ・パグ・アドベンチャー",1,"0.4-0.5-dup",17407,2
"027370492eaf7f7b26ad4e9550f0f40c","仮面ライダードライブ","スーパーヒーロー大戦GP仮面ライダー号",2,"0.4-0.5-dup",17407,2
"0275356a94cfa06bd411e90c4936321f","ムーラン・ルージュ","ローガン・ラッキー",1,"0.4-0.5-dup",17407,1
"027a6161f46c57d2a403dd5775e18322","バイオニック・ジェミー","バカリズムライブドラマチック",1,"0.3-0.4-dup",97954,1
"027cecf552e42bd4ca44f10a9af68b58","ドラゴンクエストダイの大冒険","ドラゴン家を買う",1,"0.3-0.4-dup",97954,1
"027f9c1bfddbfb2bff0596c8cc58157f","江戸川乱歩シリーズ五重塔の美女","江戸川乱歩シリーズ宝石の美女",3,"0.8-0.9-dup",510,1
"0283a2ce94e5106b8a8b664ab85a90fc","TROUTQUEST新潟県銀山湖伝説の大イワナをクエスト","TROUTQUEST錆びた原石をクエスト",3,"0.6-0.7-dup",1887,2
"0284920f3288d9f14332907543fc3176","ドアロック","シンクロニック",1,"0.5-0.6-dup",5481,1
"02880bf3483b8a7d33e9f987282b92e2","インスティンクト異常犯罪捜査","ダイナスティシーズン",1,"0.4-0.5-dup",17407,2
"028d99cfcc1780f693810b72f5ab5cc5","駅馬車HDリマスター版","リトル・モンスターズ",1,"0.3-0.4-dup",97954,2
"028eb94ab4d238b0492f6cd3989c70aa","癒されたい男","流されて",1,"0.4-0.5-dup",17407,2
"0290ae37f96378ccafba1cf8a553d142","網走番外地","網走番外地荒野の対決",2,"0.6-0.7-dup",1887,1
"02936820bd58f18325a10ed383338c7a","スティング","コンスタンティン",1,"0.6-0.7-dup",1887,1
"0297367a358dc13b4403e05fb10028b6","デンジャラス・ラン","ガール・オン・ザ・ラン",1,"0.4-0.5-dup",17407,2
"0299662c23e17b1e9f99875502c06c51","チャイルド・イン・タイム","エンド・オブ・キングダム",1,"0.3-0.4-dup",97954,3
"029af754a60bba9d6ca2117c05c63093","ザ・リトル・ストレンジャー","ラブリー・スター・ラブリー",1,"0.3-0.4-dup",97954,3
"029b27ea9d99e69aa62eef0c2e274618","フリーソロ","アダムス・ファミリー",1,"0.4-0.5-dup",17407,2
"029dcd1d54700baf2a61800efad79e9b","ドリームハイ","キリングゲーム",1,"0.4-0.5-dup",17407,1
"029e7b0fb169a1146f09a45a80082aac","アルキメデスの大戦","アウルハウス",1,"0.4-0.5-dup",17407,3
"029ebf6bac511a0d47985647552b91d9","テッド","テッド・バンディ",1,"0.5-0.6-dup",5481,2
"02a5118513af0969654534681ad683a6","スプリー","ジャスティス・リーグ",1,"0.4-0.5-dup",17407,1
"02ad98bb3f861a14fae54dea0b6fb859","シェイプ・オブ・ウォーター","バイオハザード",1,"0.3-0.4-dup",97954,3
"02b11d2f45ab55807be2ad1e95086930","レイ・ドノヴァンザ・フィクサー","ザ・ビーチ",1,"0.3-0.4-dup",97954,3
"02b1d46113a3589f0070d7abb7866a98","新・ミナミの帝王親の心子知らず子の心親知らず","新・ミナミの帝王万千円の約束",3,"0.5-0.6-dup",5481,2
"02b70e63b5d0fb132d9d53f266bef4e1","リトル・モンスターズ","トランスポーター",1,"0.5-0.6-dup",5481,1
"02bc1440fd6ef608db31b66c5c3c0d31","エンド・オブ・キングダム","エンド・オブ・デイズ",1,"0.6-0.7-dup",1887,1
"02bcc47b838f4bd87316651df875d749","ルームメイト","家族ゲーム",1,"0.3-0.4-dup",97954,3
"02be26e9634e89e1ceadaca804d12b63","帰れない二人","新仁義なき戦い",1,"0.3-0.4-dup",97954,3
"02beb82654099d67bdcf62ab8ddac1dc","ロード・トゥ・パーディション","ドラゴン・タトゥーの女",1,"0.4-0.5-dup",17407,3
"02c64d97da9df22e28e9ef9adb76ac78","サラブレッド","封神伝奇バトル・オブ・ゴッド",1,"0.3-0.4-dup",97954,3
"02c807db5381233c4ded13128553c9c6","クローズアップ現代","サーフズ・アップ",1,"0.5-0.6-dup",5481,3
